Symbol,logFC,adj.P.Val,adj.P.Val_1_over,adj.P.Val_2_under
ANK2,0.136890976792697,0.305704367997848,0.305704367997848,1
OPRD1,0.164305412339155,0.305712424248135,0.305712424248135,1
MAPKBP1,-0.187857044594584,0.305773104585656,1,0.305773104585656
CXorf36,0.194636960645113,0.305860290884584,0.305860290884584,1
FOXM1,-0.102992029769711,0.305860290884584,1,0.305860290884584
PDE7A,-0.184333719219827,0.305987428875636,1,0.305987428875636
SH2D1A,0.18028754309241,0.30599440557988,0.30599440557988,1
IQSEC2,-0.164468424242591,0.306044118509732,1,0.306044118509732
ITPKB,-0.16682915218678,0.306065562208094,1,0.306065562208094
GRB2,0.115562754495452,0.306080986802219,0.306080986802219,1
PARP11,-0.181780815383347,0.306081516936343,1,0.306081516936343
SLC6A2,0.159258765629481,0.30613102241647,0.30613102241647,1
DDX56,-0.164505471090537,0.306261571552519,1,0.306261571552519
FGD1,-0.129408416962995,0.306261571552519,1,0.306261571552519
TSKS,0.22120279528503,0.306261571552519,0.306261571552519,1
NUAK1,-0.150634923723224,0.306314999720124,1,0.306314999720124
TSGA10IP,-0.152189683770538,0.306343370152968,1,0.306343370152968
FRZB,0.145528447193315,0.306349274376835,0.306349274376835,1
DENND5A,-0.101678899722607,0.306470789726589,1,0.306470789726589
EZH1,-0.145956644290105,0.306566510602116,1,0.306566510602116
ID1,0.134509661601326,0.30664702650285,0.30664702650285,1
ANKLE2,0.168144603212337,0.306774005336266,0.306774005336266,1
FAM20C,0.146550599888899,0.306843668859702,0.306843668859702,1
CD80,-0.242070337268254,0.306843668859702,1,0.306843668859702
ADCK4,-0.20888576076622,0.306851723759927,1,0.306851723759927
RPS28,0.227171944260572,0.306890999897947,0.306890999897947,1
PCDHB19P,0.212584851758075,0.306997694212277,0.306997694212277,1
PRKCQ,-0.120973991980382,0.307084040378054,1,0.307084040378054
PDE5A,-0.140382200343975,0.307115272901514,1,0.307115272901514
LRRFIP1,-0.242358911342552,0.307122007867108,1,0.307122007867108
LINC01234,0.171895687084101,0.307163890582678,0.307163890582678,1
CCDC141,0.133117385110924,0.307163890582678,0.307163890582678,1
GPR87,-0.162936019753486,0.307163890582678,1,0.307163890582678
FGF7,0.139012434898951,0.307186279406551,0.307186279406551,1
NRXN1,0.12820429947989,0.307195492403641,0.307195492403641,1
PMP22,0.128540408295252,0.30729232530418,0.30729232530418,1
RASL10B,0.142117787018616,0.307300614515355,0.307300614515355,1
SCO2,0.119870799852499,0.307305622069601,0.307305622069601,1
EFS,0.162030856771038,0.307317822674137,0.307317822674137,1
MYOZ3,-0.169022530832112,0.307377018328934,1,0.307377018328934
MAN1A2,0.133298808224843,0.307420816139271,0.307420816139271,1
ANHX,-0.152370777075821,0.307420816139271,1,0.307420816139271
ZNF407,0.124138123017258,0.307493424034775,0.307493424034775,1
ATP8B5P,-0.111405226645669,0.307552181448194,1,0.307552181448194
KLHL9,0.14303321741672,0.307644613526927,0.307644613526927,1
SCGN,0.182904732952093,0.307770105508244,0.307770105508244,1
APC,-0.18405424467019,0.307778437035863,1,0.307778437035863
AGTR2,0.145678852750157,0.307781599759032,0.307781599759032,1
DAPK3,0.217642415884713,0.307783620216315,0.307783620216315,1
TTTY10,0.209359762370936,0.307881029409251,0.307881029409251,1
TXNDC8,0.184125110977918,0.307881029409251,0.307881029409251,1
KIAA1586,-0.13576763083792,0.30788110231447,1,0.30788110231447
WNK4,0.178203237366942,0.307982997826144,0.307982997826144,1
RHD,0.191168758904015,0.308005316451698,0.308005316451698,1
LOC389332,0.262179666206985,0.308005911722495,0.308005911722495,1
TRIM50,0.243313187972824,0.308005911722495,0.308005911722495,1
EYA4,-0.157902577993161,0.308040442811515,1,0.308040442811515
C9orf163,0.140929834349627,0.308045861804166,0.308045861804166,1
LOC101928597,-0.175607266483254,0.308050692822082,1,0.308050692822082
RC3H2,-0.169460204328753,0.308087389836192,1,0.308087389836192
CAPN10-AS1,0.208684773147736,0.308186595128242,0.308186595128242,1
ZCCHC9,-0.0988265095083563,0.308196505635125,1,0.308196505635125
CALML5,0.178891605037621,0.308200998534321,0.308200998534321,1
RNF141,0.127564051788517,0.308206445526378,0.308206445526378,1
HOTAIRM1,-0.287609794005272,0.30822899095128,1,0.30822899095128
KCTD2,0.130126585295855,0.308265956442518,0.308265956442518,1
LINC00304,0.261523866647079,0.308308021449749,0.308308021449749,1
GPC6,0.119943836472954,0.308329008997565,0.308329008997565,1
BAIAP2-AS1,-0.168237157199726,0.308329019051694,1,0.308329019051694
LOC100132686,0.148384460497319,0.308470119822942,0.308470119822942,1
ARHGAP24,-0.198034489708492,0.30848000980945,1,0.30848000980945
CNR1,-0.157525628314743,0.30848000980945,1,0.30848000980945
ETNK1,0.147387284185695,0.308488374805406,0.308488374805406,1
LINC00308,0.16355289629929,0.308566483755231,0.308566483755231,1
APBA2,-0.122896139314914,0.308569723950223,1,0.308569723950223
USP48,-0.136047488514649,0.308578585829026,1,0.308578585829026
DNAJC4,0.18960975261809,0.308611358643459,0.308611358643459,1
PTPN23,-0.175015904072818,0.308638862606669,1,0.308638862606669
RAB38,-0.291001345104687,0.308766115816309,1,0.308766115816309
CACNG8,-0.209068305731303,0.308846101677607,1,0.308846101677607
MLIP,-0.195252305573343,0.308880715559148,1,0.308880715559148
CEP104,0.130800067320758,0.308946611512248,0.308946611512248,1
HNF4A,0.170193503763335,0.308953318753638,0.308953318753638,1
IL27RA,0.342712472169507,0.308958623311039,0.308958623311039,1
CACNA1E,0.125898014674851,0.308968404785339,0.308968404785339,1
KIF25-AS1,0.17185687516855,0.3090003675866,0.3090003675866,1
UFM1,-0.197637976123828,0.309055290464398,1,0.309055290464398
PTPRG,0.171070961553468,0.309216131923708,0.309216131923708,1
LOC102724814,-0.19720070230434,0.309244750540565,1,0.309244750540565
DZANK1,-0.232378793543393,0.309244750540565,1,0.309244750540565
ZNF570,0.195189276103202,0.309352883870424,0.309352883870424,1
DLGAP4,-0.167763824704757,0.309370667795605,1,0.309370667795605
BCL6,-0.275462207848023,0.309436641218719,1,0.309436641218719
SLC25A51,0.177029881756479,0.309437667188831,0.309437667188831,1
CRP,0.149552590376055,0.30945057547721,0.30945057547721,1
LSM5,-0.15917764048978,0.309519460239229,1,0.309519460239229
FAM201A,0.166184338530686,0.309519460239229,0.309519460239229,1
UNK,-0.160078194850103,0.309567268971187,1,0.309567268971187
ABI3BP,0.161976139930754,0.309672088386573,0.309672088386573,1
SH3BP5,-0.106934766918608,0.309726437224165,1,0.309726437224165
LOC727944,-0.178931203490697,0.309726437224165,1,0.309726437224165
TMEM213,0.150017114265301,0.309768835424732,0.309768835424732,1
IL22RA2,0.15757691543638,0.309783737088308,0.309783737088308,1
H2AFX,0.231794280379853,0.30983411567294,0.30983411567294,1
ATP13A5,0.176341181900822,0.309842681013893,0.309842681013893,1
PPP1R3D,-0.142847529819227,0.309893904411076,1,0.309893904411076
CYP4F11,-0.184111421813968,0.309926187054274,1,0.309926187054274
HYDIN,0.133250699456968,0.309966647072627,0.309966647072627,1
ZNF254,-0.154334742067451,0.309972056994056,1,0.309972056994056
GSS,-0.114346292226999,0.31013849857933,1,0.31013849857933
PPM1L,0.188883069351041,0.310219244411889,0.310219244411889,1
IL22RA1,0.188774139975839,0.310225776785168,0.310225776785168,1
CXCL2,0.183883831854911,0.310334797210763,0.310334797210763,1
RNF187,-0.174270750868208,0.310407654979799,1,0.310407654979799
TM2D1,-0.177588094582266,0.310407654979799,1,0.310407654979799
NCOA2,0.179213400022471,0.310412790453733,0.310412790453733,1
DCDC2B,0.156440356831843,0.310460402933899,0.310460402933899,1
FAM192A,0.138468701781985,0.310674745755239,0.310674745755239,1
KIAA0509,0.161705903329991,0.310685381069895,0.310685381069895,1
SUMO1,-0.0793868088753804,0.31069718009183,1,0.31069718009183
BMP2K,0.151261626635222,0.310726914765698,0.310726914765698,1
IL20RB,0.213927321200385,0.310726914765698,0.310726914765698,1
HOTAIRM1,0.156258973491852,0.310726947102713,0.310726947102713,1
TMEM196,-0.160422323886994,0.31075413504564,1,0.31075413504564
EGLN3,0.220326269918899,0.310786315503013,0.310786315503013,1
DRAIC,-0.171537008444065,0.31082422488962,1,0.31082422488962
TMEM237,0.176135710401124,0.310829758486935,0.310829758486935,1
PNLIPRP1,0.195470869136802,0.310867573869936,0.310867573869936,1
PHLDA2,0.214294618431994,0.310992304877333,0.310992304877333,1
LOC101928995,-0.16292476892761,0.310992304877333,1,0.310992304877333
ZDHHC21,-0.180530777897171,0.311035478087286,1,0.311035478087286
ASIC2,0.174143738325328,0.31112459337238,0.31112459337238,1
GYG2,-0.256449119165034,0.31112459337238,1,0.31112459337238
LLGL1,-0.204261159375892,0.311137589685895,1,0.311137589685895
PPARA,0.283620694972043,0.311176734738043,0.311176734738043,1
PCDH17,0.130423301347578,0.311185585340076,0.311185585340076,1
ADAMTS2,0.232016707504838,0.311214907496316,0.311214907496316,1
SHISA4,-0.173196564847373,0.311235645536976,1,0.311235645536976
FTCDNL1,0.284708360515161,0.311263593520278,0.311263593520278,1
LOC101927204,-0.227795806027848,0.311273114492272,1,0.311273114492272
C14orf142,-0.122505287634297,0.31130711281336,1,0.31130711281336
LDLRAD4-AS1,0.156906338383774,0.31130711281336,0.31130711281336,1
RNASE1,0.14167334610995,0.311358713801877,0.311358713801877,1
STXBP6,-0.135626318510953,0.311358713801877,1,0.311358713801877
PHC3,0.136047507530833,0.311358713801877,0.311358713801877,1
KREMEN1,-0.188830108520457,0.311471124668542,1,0.311471124668542
ATF7IP,-0.131170786492602,0.311517588894966,1,0.311517588894966
GNA11,0.263757926937115,0.311517588894966,0.311517588894966,1
JMY,-0.127168947181134,0.311517588894966,1,0.311517588894966
FOXH1,0.167191473139138,0.311571781379377,0.311571781379377,1
CBX5,-0.0974233797920157,0.311577402785001,1,0.311577402785001
BCL2,0.187301785302537,0.311601922041216,0.311601922041216,1
C2CD2L,-0.159343498896131,0.311619104813387,1,0.311619104813387
DSC2,-0.140666978445514,0.311644985960206,1,0.311644985960206
CYP3A43,0.16488804236652,0.311691327509486,0.311691327509486,1
CSNK1G2-AS1,-0.17152542241635,0.311691327509486,1,0.311691327509486
AMER3,0.176656007745658,0.311734175993074,0.311734175993074,1
CBX6,0.117429363261772,0.311734175993074,0.311734175993074,1
FAM149A,0.158762509785019,0.311849321422327,0.311849321422327,1
FGF18,-0.24957690757807,0.311888355869011,1,0.311888355869011
CCDC13,-0.194216254371527,0.311924971526693,1,0.311924971526693
LINC01360,0.128492036210892,0.312039767856946,0.312039767856946,1
LYZL1,0.156205762671915,0.312066856187443,0.312066856187443,1
MYOZ3,0.15496981006382,0.312086753772511,0.312086753772511,1
SEC23IP,-0.140841845655757,0.312149809567407,1,0.312149809567407
DRICH1,0.174259912341214,0.312156497177002,0.312156497177002,1
ANKRD10,0.141820897179368,0.312264465355541,0.312264465355541,1
STS,-0.155751345576282,0.312312593364227,1,0.312312593364227
DCLK1,-0.343220063752445,0.312475142092066,1,0.312475142092066
ARL6IP6,0.189569990738528,0.312496962696199,0.312496962696199,1
KRTAP5-9,-0.228522384137929,0.312501674645701,1,0.312501674645701
LOC101928865,0.17913917571434,0.312503454636694,0.312503454636694,1
LOC101928668,0.145584345029456,0.312567617422247,0.312567617422247,1
PPP1R2,-0.0923098118228864,0.31263513002607,1,0.31263513002607
ZNF586,0.151239538226478,0.312646358391307,0.312646358391307,1
SFTPB,0.189923021909559,0.312737197675366,0.312737197675366,1
TM9SF3,-0.0962139442624252,0.312774463447433,1,0.312774463447433
ERICH4,0.159065825006137,0.312781360964794,0.312781360964794,1
C11orf57,-0.152991337024555,0.312851609867996,1,0.312851609867996
OGFRP1,-0.140801374320537,0.312910440665047,1,0.312910440665047
NOS1,-0.154325563285767,0.312910440665047,1,0.312910440665047
ZNF90,-0.160502462858311,0.31296230064645,1,0.31296230064645
MAP6D1,0.166201954938691,0.312981524375396,0.312981524375396,1
METTL15,0.184749715557818,0.312998840291089,0.312998840291089,1
EML4,0.133285209062251,0.313040353814382,0.313040353814382,1
GPRIN2,0.190813383690852,0.313091127300213,0.313091127300213,1
LOC441052,-0.152222579353018,0.313091127300213,1,0.313091127300213
MUC7,0.186746441654567,0.313161863629743,0.313161863629743,1
VTI1A,-0.196708175170245,0.313307995514721,1,0.313307995514721
LOC100507156,-0.176717346435113,0.313327440270017,1,0.313327440270017
LOC101926913,-0.198887558710048,0.3133755072399,1,0.3133755072399
CCDC33,0.184212411675023,0.313452025742133,0.313452025742133,1
AGTR2,0.331818689395244,0.31359724929198,0.31359724929198,1
LXN,0.158245255217698,0.313597809976031,0.313597809976031,1
LOC645513,0.172235733940222,0.313597809976031,0.313597809976031,1
LINC01165,-0.161160970950784,0.313597809976031,1,0.313597809976031
VPS54,0.160707666529603,0.31361398718962,0.31361398718962,1
ANXA9,0.186926402795324,0.313813071387607,0.313813071387607,1
TCF3,0.166044699043866,0.313870860172623,0.313870860172623,1
UTY,0.14194812723636,0.313917216209374,0.313917216209374,1
CMKLR1,-0.16788855219769,0.313943335124682,1,0.313943335124682
MTSS1,0.206222655559513,0.313996042050643,0.313996042050643,1
NOC4L,-0.17983699459049,0.314013709903574,1,0.314013709903574
GRIK4,0.117097270887714,0.314066027691023,0.314066027691023,1
LINC00964,0.140301288821796,0.314066027691023,0.314066027691023,1
COL2A1,0.1880035830786,0.314097870015542,0.314097870015542,1
LINC00853,0.15423196129785,0.314116084857227,0.314116084857227,1
CASC7,0.194683063685893,0.3141678537531,0.3141678537531,1
CAMSAP1,-0.11167615692923,0.314198340648725,1,0.314198340648725
ZNF324B,0.184612488018869,0.314214491441874,0.314214491441874,1
LINC01352,0.147826165604693,0.314232385176776,0.314232385176776,1
APIP,0.106065486115788,0.314273803915783,0.314273803915783,1
USP47,-0.12244615856136,0.314312560348857,1,0.314312560348857
COX19,-0.187153756057473,0.31446022855949,1,0.31446022855949
ZNF577,0.144872674503835,0.314512503896323,0.314512503896323,1
PTPRM,0.158715299165411,0.314512503896323,0.314512503896323,1
LOC644135,-0.136706340068506,0.314543235011213,1,0.314543235011213
SYF2,-0.206200506234197,0.314665482026942,1,0.314665482026942
PHF7,0.176259210538926,0.314703206558172,0.314703206558172,1
ADORA1,0.197090948631436,0.314778264831163,0.314778264831163,1
LOC101927204,0.175237406708291,0.314797433810633,0.314797433810633,1
CRAT37,0.116825645945739,0.314798614830998,0.314798614830998,1
PLXDC2,0.157044699173839,0.314807578046344,0.314807578046344,1
RARRES1,0.148018276980511,0.314921627178232,0.314921627178232,1
CDHR1,0.161957783091956,0.314922191345837,0.314922191345837,1
REG1B,-0.166321310183924,0.314923835343696,1,0.314923835343696
A1CF,-0.219501320469091,0.315148730202338,1,0.315148730202338
LOC221122,0.168688909861663,0.315148730202338,0.315148730202338,1
IRGM,0.119200987950216,0.315148730202338,0.315148730202338,1
ADCY2,0.20714955131633,0.315148730202338,0.315148730202338,1
ENPP7,0.1777096021518,0.315161713825987,0.315161713825987,1
TRPM7,-0.156116666375018,0.315174267912871,1,0.315174267912871
PIK3R4,0.164737072844335,0.315199307864849,0.315199307864849,1
TSPAN12,-0.229993034309571,0.315225568422584,1,0.315225568422584
FAM66D,-0.148575158313521,0.31523146233228,1,0.31523146233228
LOC105373383,-0.157420998017971,0.31523146233228,1,0.31523146233228
ACSBG1,-0.135183516238454,0.315249940781573,1,0.315249940781573
CDSN,0.167861935064762,0.315347975171422,0.315347975171422,1
PRR26,0.210581201192378,0.315630544826066,0.315630544826066,1
APBB1,0.150390068722423,0.315654111052568,0.315654111052568,1
NSFL1C,0.172754286004759,0.315758703996966,0.315758703996966,1
LINC01013,0.162755154109376,0.315763365887191,0.315763365887191,1
SNX13,0.178273142132013,0.315841705957016,0.315841705957016,1
UBE2N,0.121196919856843,0.315925953114594,0.315925953114594,1
ATR,0.120054800193166,0.31595805553129,0.31595805553129,1
FAM84A,0.13946555645056,0.315976421015399,0.315976421015399,1
CLSTN1,-0.112730846244826,0.316034364580964,1,0.316034364580964
FAM181A,0.171910032797268,0.31628220274234,0.31628220274234,1
RPS29,0.174376595823125,0.31628220274234,0.31628220274234,1
GTF2H5,-0.172835623602023,0.316284152940623,1,0.316284152940623
TLK1,-0.158368238978246,0.316306730616847,1,0.316306730616847
NPY1R,0.168400489252426,0.316333517500642,0.316333517500642,1
STXBP4,0.186132688000515,0.316348086844897,0.316348086844897,1
NEK6,0.192309177744381,0.316348086844897,0.316348086844897,1
CCDC189,-0.198009146656379,0.316358381934521,1,0.316358381934521
NAV2-AS4,0.192827075249055,0.31637623074562,0.31637623074562,1
LOC101928020,0.109671179365084,0.316393875289615,0.316393875289615,1
NR0B1,0.138415960489257,0.316445480936544,0.316445480936544,1
ZNF550,0.152569862018671,0.316445480936544,0.316445480936544,1
BUB1,-0.143323654294921,0.316462685535159,1,0.316462685535159
VSTM4,0.176618150682768,0.316500819375505,0.316500819375505,1
TSNARE1,-0.149751940656707,0.316500819375505,1,0.316500819375505
AGO4,0.162937487935499,0.316503184455517,0.316503184455517,1
LOC101928002,0.140668722637998,0.3165851997833,0.3165851997833,1
LOC100289333,0.154702547268536,0.316692733579216,0.316692733579216,1
MLN,-0.194605420678012,0.316712216321373,1,0.316712216321373
PLPP5,-0.143636832910598,0.316717599122592,1,0.316717599122592
COQ10B,0.137770389929661,0.31672664850043,0.31672664850043,1
LOC340017,0.186940082540087,0.31676716053649,0.31676716053649,1
TECRL,0.117027871608685,0.316835563749019,0.316835563749019,1
PCMTD2,-0.186143941702522,0.316914217504298,1,0.316914217504298
TBC1D9,0.158322513571286,0.316962794796364,0.316962794796364,1
FAM13C,-0.243877662818559,0.317169353801477,1,0.317169353801477
LOC101929538,0.153339355231531,0.317235135748591,0.317235135748591,1
NFIB,0.146894884283086,0.317238998732709,0.317238998732709,1
OLAH,0.223457444431028,0.317303346225615,0.317303346225615,1
CDK15,-0.155617917845062,0.31735146368113,1,0.31735146368113
PLEKHH3,0.159342995264639,0.317406517137423,0.317406517137423,1
LOC101929454,0.15543376536661,0.317406517137423,0.317406517137423,1
ZNF154,0.213981240400694,0.317419556925116,0.317419556925116,1
MASP2,0.178661740552545,0.317464535752296,0.317464535752296,1
RLIM,0.1051381387443,0.317559984880864,0.317559984880864,1
LOC284561,0.129863725083146,0.317644874024573,0.317644874024573,1
LINC00927,-0.152178030921743,0.317858810821627,1,0.317858810821627
LARP6,-0.163832148689905,0.317872175014942,1,0.317872175014942
NR1D2,0.130885599910025,0.317908385607313,0.317908385607313,1
LCA5,-0.218530978617541,0.317927236076659,1,0.317927236076659
TEF,0.173742889111401,0.317930405389531,0.317930405389531,1
ADRBK1,0.117258783600935,0.317930405389531,0.317930405389531,1
C12orf80,0.202028783190551,0.31802328588691,0.31802328588691,1
FUT8-AS1,0.15652513537362,0.318071442536784,0.318071442536784,1
BATF,0.16171568939889,0.318139138942356,0.318139138942356,1
PITRM1-AS1,0.169880275811087,0.318186324388797,0.318186324388797,1
OTUD7B,0.171445023570689,0.318228017598126,0.318228017598126,1
S1PR2,0.174023024720277,0.318257261534146,0.318257261534146,1
LOC101929280,-0.156708823302552,0.318270094504623,1,0.318270094504623
RHEBL1,0.13666949759641,0.318270094504623,0.318270094504623,1
PCF11,-0.173827092058986,0.318331970393625,1,0.318331970393625
PPP1R17,-0.201620557129531,0.318476423828267,1,0.318476423828267
FLJ40288,0.161449749807312,0.318488280755796,0.318488280755796,1
LOC100506844,0.114758603881397,0.318488280755796,0.318488280755796,1
KCNQ5,0.12465904937878,0.318608685895888,0.318608685895888,1
RPL35A,-0.199191575670009,0.3187043179077,1,0.3187043179077
ZSCAN25,-0.178626095626739,0.318823260672594,1,0.318823260672594
TRIM11,0.231078561742849,0.318858057932522,0.318858057932522,1
KIFC3,-0.177493407371173,0.318858057932522,1,0.318858057932522
LRRC8D,0.0940411933568157,0.31893723224415,0.31893723224415,1
PATZ1,0.207455969945054,0.318938209700905,0.318938209700905,1
RAB11A,0.166998822801363,0.319013555664414,0.319013555664414,1
TCTE3,-0.20653446251794,0.319054406700099,1,0.319054406700099
LOC101927760,0.11590737863212,0.319054406700099,0.319054406700099,1
PKD1L1,0.153461516339255,0.319248285225368,0.319248285225368,1
ZAR1,0.157663153594165,0.319248285225368,0.319248285225368,1
ZNF71,0.20233821359774,0.319293643136203,0.319293643136203,1
XDH,-0.157827607755418,0.319350463894675,1,0.319350463894675
BOLA3-AS1,0.149432994152745,0.319381016567015,0.319381016567015,1
TRIM52-AS1,0.138525728496253,0.319505580970571,0.319505580970571,1
NANOS2,0.155288335803174,0.319508845166303,0.319508845166303,1
PRPF38A,0.123819565516648,0.319560474013967,0.319560474013967,1
EPHA7,-0.206594502693725,0.319605162751412,1,0.319605162751412
SLC35C1,0.168566962036014,0.319643298622413,0.319643298622413,1
CRYGD,0.152623042014129,0.319671417579088,0.319671417579088,1
PIGR,-0.153999672265237,0.319671417579088,1,0.319671417579088
TRIM66,0.236328122249413,0.319715649069749,0.319715649069749,1
LOC100129935,-0.208930157432848,0.319722955586287,1,0.319722955586287
DLG2,-0.176432884221081,0.319722955586287,1,0.319722955586287
PRKD3,-0.117241147046432,0.319745678561657,1,0.319745678561657
GTPBP1,-0.16113152318345,0.319793931620831,1,0.319793931620831
CFI,-0.145406265335494,0.319808623305343,1,0.319808623305343
LOC284788,0.163886979837108,0.319828193300766,0.319828193300766,1
MYO15B,-0.172825990737053,0.319880814158751,1,0.319880814158751
FAM160B1,-0.169784084722111,0.319880814158751,1,0.319880814158751
MUC7,0.177433947821525,0.319892018123361,0.319892018123361,1
MAN2A1,0.144445740566319,0.3198974490369,0.3198974490369,1
WDR49,-0.159599775309196,0.319909584461754,1,0.319909584461754
SERPINB1,-0.183260543155605,0.319959720138974,1,0.319959720138974
ZFR,0.127737628099889,0.320023598107523,0.320023598107523,1
ZNF32-AS3,0.16017523430769,0.320082653760614,0.320082653760614,1
RGL1,-0.119966797021267,0.320084049652797,1,0.320084049652797
TRIM4,-0.168881078105682,0.320090206336754,1,0.320090206336754
RALGPS1,0.182654159711429,0.320100430307384,0.320100430307384,1
USP20,0.151518688712001,0.320106596789871,0.320106596789871,1
ATG9A,-0.147351200892214,0.320106596789871,1,0.320106596789871
KCNC4,0.173768456959173,0.320148623506145,0.320148623506145,1
WBP4,0.128641035074164,0.320173778085196,0.320173778085196,1
CYBB,0.105623809017468,0.320184072353051,0.320184072353051,1
ABHD5,-0.177364117562421,0.320199530532835,1,0.320199530532835
MAPKAP1,-0.134043169041192,0.320243956706647,1,0.320243956706647
CCL13,-0.236233442172031,0.320418301675277,1,0.320418301675277
EIF4G1,0.110844190696744,0.320424328904468,0.320424328904468,1
E2F8,0.13522181790198,0.320511031388945,0.320511031388945,1
KRT17P5,0.167063293230624,0.320529744428952,0.320529744428952,1
INSL5,0.170166936807473,0.320540243125499,0.320540243125499,1
HPR,0.187006288664754,0.320552779792151,0.320552779792151,1
TMEM182,-0.151668748769201,0.320581849981267,1,0.320581849981267
ITGAX,0.196343048690233,0.320693123806792,0.320693123806792,1
KIAA1524,-0.168582767795471,0.320767274022184,1,0.320767274022184
DMRT1,0.246808517729901,0.320812597393588,0.320812597393588,1
GMEB2,-0.134425329058265,0.320844137480598,1,0.320844137480598
COQ9,-0.186231406038848,0.320861686110094,1,0.320861686110094
ITGB1,0.124685974688594,0.320881168384317,0.320881168384317,1
LONRF2,0.158391649254211,0.320951131603066,0.320951131603066,1
AMBP,0.173774013294888,0.32096667786034,0.32096667786034,1
BCL2L13,-0.133247828076942,0.320969861764944,1,0.320969861764944
NDFIP1,0.113026797457502,0.321063857812219,0.321063857812219,1
YIPF6,-0.105050892160365,0.321147295420127,1,0.321147295420127
B4GALNT2,0.152303191044345,0.321172822544158,0.321172822544158,1
PLA2G4E-AS1,-0.151112686538428,0.321229426453385,1,0.321229426453385
LOC100996506,-0.135151975026038,0.321379834907331,1,0.321379834907331
FOXE1,0.122880477324643,0.321438074772811,0.321438074772811,1
FAM83A,0.162860293136728,0.321451163190024,0.321451163190024,1
SLC22A7,0.156485139885697,0.321461031246164,0.321461031246164,1
LILRA1,0.149026388544339,0.321546660211246,0.321546660211246,1
ZNF460,-0.168860403375177,0.321546660211246,1,0.321546660211246
MNDA,-0.161116701430458,0.321603681837863,1,0.321603681837863
FBRSL1,0.227943826225096,0.321793358748825,0.321793358748825,1
BAALC,0.16322825110657,0.321822195385909,0.321822195385909,1
ARG1,0.138477143729672,0.321822195385909,0.321822195385909,1
ZCCHC2,0.199642598092899,0.321928217502128,0.321928217502128,1
GPC3,0.162400872576833,0.32208691713066,0.32208691713066,1
SLC26A8,-0.156494808897388,0.322146159830468,1,0.322146159830468
STK4,-0.184150084553708,0.322214104918942,1,0.322214104918942
MSI2,-0.212511701352077,0.322289618527375,1,0.322289618527375
PARVA,-0.170414404412969,0.322298031179213,1,0.322298031179213
EFCC1,-0.173426232033596,0.322757797186095,1,0.322757797186095
CRYZL1,0.110730903440787,0.322766112987963,0.322766112987963,1
REPS1,-0.202218004598117,0.322776166635884,1,0.322776166635884
TTLL10,0.154896062063991,0.322778982629917,0.322778982629917,1
LOC102546294,0.156244284082625,0.322795217528287,0.322795217528287,1
FAM63A,-0.143463013591489,0.322895083890565,1,0.322895083890565
LOC105376379,0.221129821699063,0.322951739067729,0.322951739067729,1
DDR2,-0.12487829221225,0.323005362444461,1,0.323005362444461
LINC01449,0.143237786530242,0.323008505222551,0.323008505222551,1
ASXL2,0.167768215026675,0.323029579625577,0.323029579625577,1
SAMD4A,-0.190194895800811,0.323029579625577,1,0.323029579625577
NLRP10,0.168673665541162,0.323029579625577,0.323029579625577,1
CYTH2,-0.181294555765175,0.32303381685789,1,0.32303381685789
LOC101928052,0.117655776811189,0.323115270746526,0.323115270746526,1
PRRT2,-0.184804813100929,0.323175181352135,1,0.323175181352135
DOCK9,-0.144736510834222,0.323231937838735,1,0.323231937838735
KLB,0.163754466345455,0.323277202577945,0.323277202577945,1
ATP1A4,0.1638896059964,0.323410763795359,0.323410763795359,1
GP9,0.161338921696351,0.323562792268603,0.323562792268603,1
PRO2214,0.132397947597132,0.323599849560952,0.323599849560952,1
PRKAG2,0.165003580690233,0.323619299761702,0.323619299761702,1
ATL3,0.102015654209026,0.323658715799117,0.323658715799117,1
DEFB124,0.145243539023229,0.323714537436956,0.323714537436956,1
SDCCAG8,-0.16764880127366,0.323825340204413,1,0.323825340204413
DIRC2,-0.13076962463494,0.323850797953708,1,0.323850797953708
TET3,-0.152991613008026,0.323857246875741,1,0.323857246875741
TSHZ1,0.155128001196153,0.323897510766592,0.323897510766592,1
FZR1,0.140168414239949,0.324015262080412,0.324015262080412,1
CEP128,0.128978643910614,0.324017027906438,0.324017027906438,1
TMEM86A,-0.221786359337017,0.324018223694062,1,0.324018223694062
AARS2,0.142097525062999,0.324020668729783,0.324020668729783,1
ZNF738,0.126254916517565,0.324058885609403,0.324058885609403,1
LOC101928343,-0.151757355383717,0.32410147892962,1,0.32410147892962
ZFP1,-0.148571355020768,0.324102455686,1,0.324102455686
DYNC1LI2,-0.116537046559563,0.324115897703219,1,0.324115897703219
PSG1,-0.140597365739425,0.324152492680012,1,0.324152492680012
LOC441204,-0.147959601617035,0.324162598393024,1,0.324162598393024
DDX4,0.224252320214022,0.32417124964169,0.32417124964169,1
DSTN,0.177312669006893,0.324239060174117,0.324239060174117,1
CAST,-0.102510420478705,0.324240437543218,1,0.324240437543218
MED13,-0.178286765491268,0.324240437543218,1,0.324240437543218
APPL2,0.117582602187662,0.324381061920957,0.324381061920957,1
PYROXD2,0.194348271448487,0.324381061920957,0.324381061920957,1
HHLA3,0.156444111797857,0.324381061920957,0.324381061920957,1
ZNF770,-0.144198963678544,0.324381061920957,1,0.324381061920957
