Symbol,logFC,adj.P.Val,adj.P.Val_1_over,adj.P.Val_2_under
JAG1,-3.35691771282046,3.31926492622123e-11,1,3.31926492622123e-11
JAG1,-3.37174968432252,4.5640507422458e-11,1,4.5640507422458e-11
MMP9,-4.62962584193269,4.5640507422458e-11,1,4.5640507422458e-11
TNC,-3.10241325031398,1.9224775991063e-10,1,1.9224775991063e-10
LIF,-3.63371026692293,2.04792906953927e-10,1,2.04792906953927e-10
KRT75,-4.34149667598142,2.04792906953927e-10,1,2.04792906953927e-10
NNMT,2.82134905683743,2.04792906953927e-10,2.04792906953927e-10,1
NNMT,3.10738409668304,2.04792906953927e-10,2.04792906953927e-10,1
FRMD3,3.79904424298438,3.26085286633337e-10,3.26085286633337e-10,1
LYPLA1,2.62988623898947,3.78578278892559e-10,3.78578278892559e-10,1
LINC00973,-4.65065992764968,4.95818476295104e-10,1,4.95818476295104e-10
LINC01029,3.25868769302481,6.06977989356372e-10,6.06977989356372e-10,1
PRSS23,-2.40700998613574,6.36692685571505e-10,1,6.36692685571505e-10
SYNC,-3.27744803882828,7.6985990717286e-10,1,7.6985990717286e-10
WDR72,-5.6626001360387,7.77994090715308e-10,1,7.77994090715308e-10
FKBP11,3.05274811956948,8.90529506847953e-10,8.90529506847953e-10,1
CXCL11,-4.09578927891363,9.70844789869834e-10,1,9.70844789869834e-10
MID1,3.37008802398546,1.23831132857953e-09,1.23831132857953e-09,1
NFKBIZ,-2.71745955001621,1.45560048965406e-09,1,1.45560048965406e-09
DCAF4L2,3.87887359130804,1.45560048965406e-09,1.45560048965406e-09,1
COL5A3,-3.67783090654842,1.97670359998291e-09,1,1.97670359998291e-09
S100A10,-1.55212231964038,1.97670359998291e-09,1,1.97670359998291e-09
COL4A2,-1.70380609375233,1.97670359998291e-09,1,1.97670359998291e-09
TAGLN2,-1.55968604939667,1.97670359998291e-09,1,1.97670359998291e-09
POSTN,-3.47605034891999,1.97670359998291e-09,1,1.97670359998291e-09
JAG1,-3.66769639935591,1.98462326717154e-09,1,1.98462326717154e-09
COL3A1,-4.04812587506169,2.01295585191323e-09,1,2.01295585191323e-09
MID1,3.3668586221734,2.65755683542464e-09,2.65755683542464e-09,1
IMPDH2,1.7243768374987,2.76722665007826e-09,2.76722665007826e-09,1
RPL38,2.43027733663267,2.78938790447056e-09,2.78938790447056e-09,1
MAGEA1,-2.95542172029881,2.78938790447056e-09,1,2.78938790447056e-09
CDH12,-3.54467785657966,2.78938790447056e-09,1,2.78938790447056e-09
GBP3,-2.26787822595113,2.91490751791108e-09,1,2.91490751791108e-09
JPH1,2.72132062402722,3.0763374186046e-09,3.0763374186046e-09,1
DNAJC12,2.48781324699,3.0763374186046e-09,3.0763374186046e-09,1
MALAT1,-3.88031267587237,3.16050155474423e-09,1,3.16050155474423e-09
POSTN,-3.72577614701356,3.34520432073442e-09,1,3.34520432073442e-09
FRMD3,3.21609796049155,3.69330350222607e-09,3.69330350222607e-09,1
PLAC8,6.08231659054202,3.9221232160124e-09,3.9221232160124e-09,1
YWHAE,-2.0606703624567,4.32080384395576e-09,1,4.32080384395576e-09
MINK1,-2.10526881205342,4.32080384395576e-09,1,4.32080384395576e-09
KITLG,-3.52685026048882,4.32080384395576e-09,1,4.32080384395576e-09
SCN3A,-4.0557342844097,4.32080384395576e-09,1,4.32080384395576e-09
XPOT,2.31644331723472,4.37270690137816e-09,4.37270690137816e-09,1
RAP1A,1.70146592964156,4.37270690137816e-09,4.37270690137816e-09,1
IFI44,-4.73107474709042,4.37270690137816e-09,1,4.37270690137816e-09
RHEB,3.00473730049805,4.37270690137816e-09,4.37270690137816e-09,1
TFPI,-3.07490819465111,4.37270690137816e-09,1,4.37270690137816e-09
SYNCRIP,2.53432758001036,4.37270690137816e-09,4.37270690137816e-09,1
LAMC2,-3.35890993207081,4.44704931966513e-09,1,4.44704931966513e-09
DDIT4,3.15325444730542,4.46173211422861e-09,4.46173211422861e-09,1
TGFB1I1,-2.2988934085108,4.66323658034021e-09,1,4.66323658034021e-09
BCAT1,1.6378524103704,4.66323658034021e-09,4.66323658034021e-09,1
HIST1H4H,-3.29246011925988,5.0058770492428e-09,1,5.0058770492428e-09
RIPPLY2,2.47154124838305,5.0058770492428e-09,5.0058770492428e-09,1
GRB14,3.14624687733762,5.02010183083213e-09,5.02010183083213e-09,1
TFPI,-3.17355553650224,5.02010183083213e-09,1,5.02010183083213e-09
MGST1,1.65086773160501,5.02010183083213e-09,5.02010183083213e-09,1
EXOSC5,1.94524638167619,5.02010183083213e-09,5.02010183083213e-09,1
RUVBL2,1.3656048496206,5.02010183083213e-09,5.02010183083213e-09,1
TAGLN,-3.46697707065805,5.02010183083213e-09,1,5.02010183083213e-09
CMSS1,1.85461307591365,5.02010183083213e-09,5.02010183083213e-09,1
RHOJ,-2.96769605767644,5.02010183083213e-09,1,5.02010183083213e-09
SPPL2A,-1.71399471131237,5.02010183083213e-09,1,5.02010183083213e-09
SAMD9L,-3.73384635497661,5.05057049362618e-09,1,5.05057049362618e-09
FAM76B,3.16329460206012,5.05755698241164e-09,5.05755698241164e-09,1
HDAC9,-3.70955919769334,5.16959947439631e-09,1,5.16959947439631e-09
DPPA4,5.59431811837619,5.16959947439631e-09,5.16959947439631e-09,1
FAM162A,1.56085268095929,5.16959947439631e-09,5.16959947439631e-09,1
RHOJ,-3.24440916732726,5.16959947439631e-09,1,5.16959947439631e-09
ITGB8,-3.63410764667886,5.18473159083097e-09,1,5.18473159083097e-09
SFXN4,2.34598389893242,5.63784955391512e-09,5.63784955391512e-09,1
SVIL,-2.01656933360034,5.76564803427376e-09,1,5.76564803427376e-09
ZYX,-2.04338766400662,5.89194230400389e-09,1,5.89194230400389e-09
COL4A1,-1.7051905535597,5.92873620875292e-09,1,5.92873620875292e-09
NOLC1,1.6594152635893,5.92873620875292e-09,5.92873620875292e-09,1
ROR1,-2.41532578218361,5.92873620875292e-09,1,5.92873620875292e-09
PDCD2L,1.88577786079494,5.92873620875292e-09,5.92873620875292e-09,1
FKBP11,2.38108531036412,5.92873620875292e-09,5.92873620875292e-09,1
RPF2,1.43397253802096,5.92873620875292e-09,5.92873620875292e-09,1
MARCKS,-1.31541190520422,6.11530423023843e-09,1,6.11530423023843e-09
SPRY2,-2.2263524241978,6.11530423023843e-09,1,6.11530423023843e-09
WDR72,-3.29229028527316,6.32704257304781e-09,1,6.32704257304781e-09
DDX21,1.36502090616835,6.40119375684526e-09,6.40119375684526e-09,1
PNN,2.60202357794391,6.47274711277084e-09,6.47274711277084e-09,1
FAM26F,3.07851171906889,6.47274711277084e-09,6.47274711277084e-09,1
TRAP1,1.93601176671157,6.50896988587291e-09,6.50896988587291e-09,1
RUVBL2,1.33600230150665,6.50896988587291e-09,6.50896988587291e-09,1
LYPLA1,2.37826876379026,6.54201634491182e-09,6.54201634491182e-09,1
DNAJC12,2.42800313555403,6.54201634491182e-09,6.54201634491182e-09,1
LPAR3,2.59816049757105,6.54201634491182e-09,6.54201634491182e-09,1
SULF1,-3.09426119321779,6.54201634491182e-09,1,6.54201634491182e-09
PLS3,-1.23995722428439,6.54201634491182e-09,1,6.54201634491182e-09
SLC6A15,3.0918934675874,6.54201634491182e-09,6.54201634491182e-09,1
COL5A3,-3.16823051328403,6.54201634491182e-09,1,6.54201634491182e-09
MGST1,1.55221999749876,6.54201634491182e-09,6.54201634491182e-09,1
BEND4,1.98280172934532,6.54201634491182e-09,6.54201634491182e-09,1
LYAR,2.06193353729874,6.57624472780369e-09,6.57624472780369e-09,1
SLC27A2,2.77571427251764,6.60594989989486e-09,6.60594989989486e-09,1
IL13RA2,2.6464781153488,6.66232617027981e-09,6.66232617027981e-09,1
POLR3G,2.3825172826858,6.84033047811902e-09,6.84033047811902e-09,1
NOP16,1.79784004623494,6.88831989789345e-09,6.88831989789345e-09,1
TAGLN2,-1.39538344201577,6.93358278599219e-09,1,6.93358278599219e-09
LDHB,1.06062798942976,6.93358278599219e-09,6.93358278599219e-09,1
RPAIN,2.89538618114488,6.93358278599219e-09,6.93358278599219e-09,1
ME2,1.77655107572333,6.98209945293252e-09,6.98209945293252e-09,1
FAM216A,2.133076116119,7.06216719114563e-09,7.06216719114563e-09,1
FBXL13,-3.51535951991344,7.06216719114563e-09,1,7.06216719114563e-09
ESX1,2.15717735401221,7.17765207647649e-09,7.17765207647649e-09,1
PKM,-1.39140149251691,7.17765207647649e-09,1,7.17765207647649e-09
MLLT11,-1.66854339194163,7.17765207647649e-09,1,7.17765207647649e-09
SFXN4,2.2071725733399,7.36881222066574e-09,7.36881222066574e-09,1
THBS2,2.25533812026569,7.40837493719015e-09,7.40837493719015e-09,1
BMP5,-3.18951685982633,7.40837493719015e-09,1,7.40837493719015e-09
RPL22L1,1.98102195249526,7.50065331445825e-09,7.50065331445825e-09,1
IGFBP7,-1.92961760355913,7.70017521648992e-09,1,7.70017521648992e-09
SORBS2,-3.47583239990711,7.83973347384385e-09,1,7.83973347384385e-09
CDK1,2.929778715793,7.84797283827171e-09,7.84797283827171e-09,1
NOB1,1.94293312304367,7.9737547476307e-09,7.9737547476307e-09,1
CYP4X1,-3.41736428925168,8.06321612899638e-09,1,8.06321612899638e-09
COL3A1,-5.12721638175403,8.21161929522082e-09,1,8.21161929522082e-09
LSM7,1.31388349302232,8.27927839041944e-09,8.27927839041944e-09,1
NME1,1.64252714182778,8.27927839041944e-09,8.27927839041944e-09,1
HGSNAT,-2.17558166743108,8.33452114049506e-09,1,8.33452114049506e-09
HDAC9,-3.10810536597883,8.33452114049506e-09,1,8.33452114049506e-09
GABRA5,2.28105936416692,8.33452114049506e-09,8.33452114049506e-09,1
LYAR,2.04984158923023,8.33452114049506e-09,8.33452114049506e-09,1
RSAD2,-4.06811994078951,8.33452114049506e-09,1,8.33452114049506e-09
EXOSC3,2.57797399783399,8.33452114049506e-09,8.33452114049506e-09,1
COL7A1,-2.38265152378153,8.33452114049506e-09,1,8.33452114049506e-09
ITGB8,-2.86607789800566,8.69494844899526e-09,1,8.69494844899526e-09
CLEC11A,2.73779181702643,8.74522069769011e-09,8.74522069769011e-09,1
PAWR,2.17698573988222,8.74522069769011e-09,8.74522069769011e-09,1
RCAN2,-2.92166153836245,8.74522069769011e-09,1,8.74522069769011e-09
TXN,2.28451745662474,8.74522069769011e-09,8.74522069769011e-09,1
CELF2,-2.50480730414416,8.74522069769011e-09,1,8.74522069769011e-09
YBX3,1.57758776527418,8.74522069769011e-09,8.74522069769011e-09,1
CCDC59,1.55260518668286,8.78472197198107e-09,8.78472197198107e-09,1
BCCIP,1.56370696039994,8.78472197198107e-09,8.78472197198107e-09,1
COL3A1,-4.25602399671853,8.78472197198107e-09,1,8.78472197198107e-09
POLR3G,2.17576402759407,8.78472197198107e-09,8.78472197198107e-09,1
NPM1,1.09845929184986,8.78472197198107e-09,8.78472197198107e-09,1
UBE2S,1.28117332398729,8.78472197198107e-09,8.78472197198107e-09,1
TMSB4X,-1.20365143007924,8.78472197198107e-09,1,8.78472197198107e-09
COX11,1.62266411016906,8.83109593328913e-09,8.83109593328913e-09,1
CUTC,2.16838480039271,8.83109593328913e-09,8.83109593328913e-09,1
LPL,2.31799615332083,8.8334291754165e-09,8.8334291754165e-09,1
CAPNS1,-1.35077149056717,9.17040872705121e-09,1,9.17040872705121e-09
PCDHB14,-2.92431225883054,9.17040872705121e-09,1,9.17040872705121e-09
FBLIM1,-2.07074451676333,9.17040872705121e-09,1,9.17040872705121e-09
TOMM20,1.33464981566206,9.17040872705121e-09,9.17040872705121e-09,1
COL15A1,-3.1936056470872,9.17040872705121e-09,1,9.17040872705121e-09
NUCKS1,2.60137734110219,9.17040872705121e-09,9.17040872705121e-09,1
GLS,-1.91617625064721,9.17040872705121e-09,1,9.17040872705121e-09
PTGES,2.76525261357477,9.17040872705121e-09,9.17040872705121e-09,1
HLA-C,-1.31629251464821,9.17040872705121e-09,1,9.17040872705121e-09
GALNT13,-2.79159553705118,9.17040872705121e-09,1,9.17040872705121e-09
PNPT1,1.41905139752866,9.17040872705121e-09,9.17040872705121e-09,1
ARHGAP29,-1.33180300989826,9.34503777609371e-09,1,9.34503777609371e-09
NOP16,2.07279512096124,9.34503777609371e-09,9.34503777609371e-09,1
P2RX5,1.85898734312328,9.38251983560039e-09,9.38251983560039e-09,1
WDR4,1.71402606899489,9.50285653788512e-09,9.50285653788512e-09,1
SLC27A2,2.94461132280279,9.58683860676885e-09,9.58683860676885e-09,1
DCAF4L2,3.395041867473,9.821743968388e-09,9.821743968388e-09,1
KYNU,-3.25377985320273,9.821743968388e-09,1,9.821743968388e-09
RSL1D1,1.53141087408109,9.821743968388e-09,9.821743968388e-09,1
PAWR,2.00100158216831,9.9152246754396e-09,9.9152246754396e-09,1
KRCC1,-1.68980532676421,9.9152246754396e-09,1,9.9152246754396e-09
SNRPD2,1.25742415160806,9.94497562470757e-09,9.94497562470757e-09,1
ME2,1.66762378163364,9.94497562470757e-09,9.94497562470757e-09,1
SERINC1,-1.35928883677529,1.00390060054953e-08,1,1.00390060054953e-08
MGST1,1.56645435012966,1.01123395942744e-08,1.01123395942744e-08,1
ANXA6,-1.61617067341381,1.01276343686467e-08,1,1.01276343686467e-08
HSPB11,-2.73554339647961,1.02319163936539e-08,1,1.02319163936539e-08
IFI44L,-3.1345774725855,1.03748594977337e-08,1,1.03748594977337e-08
IL7R,-1.98989293412309,1.03748594977337e-08,1,1.03748594977337e-08
CCL5,-5.06887780523797,1.03748594977337e-08,1,1.03748594977337e-08
HBE1,3.59036930077791,1.03748594977337e-08,1.03748594977337e-08,1
SERBP1,1.12200698284445,1.03755197289366e-08,1.03755197289366e-08,1
MSN,-1.25920350352159,1.03755197289366e-08,1,1.03755197289366e-08
TAF4B,2.1715632624727,1.06017674037792e-08,1.06017674037792e-08,1
FAM60A,1.73436485706423,1.08551275805753e-08,1.08551275805753e-08,1
SNRPE,2.2784005679801,1.08551275805753e-08,1.08551275805753e-08,1
DDX58,-2.8738748012121,1.08551275805753e-08,1,1.08551275805753e-08
CNTNAP2,2.32204019259484,1.08739403333576e-08,1.08739403333576e-08,1
FAM162A,1.48356418131626,1.09258126547746e-08,1.09258126547746e-08,1
PFKM,1.59260789312921,1.11094759464678e-08,1.11094759464678e-08,1
PHLDB2,-2.30392149796963,1.11757174749594e-08,1,1.11757174749594e-08
WDR4,1.94533877842156,1.12432661239595e-08,1.12432661239595e-08,1
ACTA2,-2.12664397352194,1.12432661239595e-08,1,1.12432661239595e-08
EWSR1,-2.19869365889528,1.12432661239595e-08,1,1.12432661239595e-08
CLNS1A,1.40734955060416,1.12432661239595e-08,1.12432661239595e-08,1
NAGK,-1.77169020629683,1.13697646408913e-08,1,1.13697646408913e-08
CNTNAP2,2.34865866185411,1.15667664098693e-08,1.15667664098693e-08,1
JUP,-2.08951930953011,1.17158993773277e-08,1,1.17158993773277e-08
SP8,-2.0902614522753,1.17158993773277e-08,1,1.17158993773277e-08
LINC00648,-2.82964925532011,1.18901598010594e-08,1,1.18901598010594e-08
SYNPO,-2.18539798293981,1.23861291102529e-08,1,1.23861291102529e-08
HNRNPA2B1,-1.38251678627153,1.25656214977832e-08,1,1.25656214977832e-08
SSBP3,-2.01743873350008,1.26050771206779e-08,1,1.26050771206779e-08
ALKBH2,1.92340030350087,1.26904442314685e-08,1.26904442314685e-08,1
CA12,2.0500452504274,1.26904442314685e-08,1.26904442314685e-08,1
POLR1D,1.67103155559313,1.26904442314685e-08,1.26904442314685e-08,1
MEOX1,-3.18144060020591,1.26904442314685e-08,1,1.26904442314685e-08
SLC6A15,3.36306903630369,1.26904442314685e-08,1.26904442314685e-08,1
CDKN1A,-1.75849460900906,1.27986464078387e-08,1,1.27986464078387e-08
OLIG2,2.42873945117212,1.28891781241494e-08,1.28891781241494e-08,1
PDLIM7,-2.57419850114631,1.28891781241494e-08,1,1.28891781241494e-08
TAGLN,-3.7600363578432,1.32962428338631e-08,1,1.32962428338631e-08
ZNF423,-2.85176057012186,1.32962428338631e-08,1,1.32962428338631e-08
PEG3,-3.13945960489905,1.32962428338631e-08,1,1.32962428338631e-08
PTTG1,1.46640452521758,1.32962428338631e-08,1.32962428338631e-08,1
TDO2,-2.93415955565507,1.35677381960312e-08,1,1.35677381960312e-08
RAB2A,2.47123890883709,1.35677381960312e-08,1.35677381960312e-08,1
TXNL4A,1.44525898111216,1.35860944768424e-08,1.35860944768424e-08,1
ACTR3,-1.0503313941442,1.37585017483569e-08,1,1.37585017483569e-08
TMEM33,1.4734572585959,1.40352376306745e-08,1.40352376306745e-08,1
COL6A1,-2.60359580815248,1.40352376306745e-08,1,1.40352376306745e-08
YBX3,1.43742183165516,1.40352376306745e-08,1.40352376306745e-08,1
RAD23B,-1.25094331737764,1.40921654615594e-08,1,1.40921654615594e-08
CA12,2.04086247796838,1.41424453539823e-08,1.41424453539823e-08,1
HNRNPC,1.59693102222832,1.41930648521914e-08,1.41930648521914e-08,1
COL4A2,-1.72160950199411,1.42053891455705e-08,1,1.42053891455705e-08
CRMP1,-2.0232129756093,1.42156142329117e-08,1,1.42156142329117e-08
MRPL36,1.59450472909951,1.42484937707884e-08,1.42484937707884e-08,1
ATP5G1,1.66805444164777,1.43725057967014e-08,1.43725057967014e-08,1
IFIT2,-3.02866170123464,1.45136499598992e-08,1,1.45136499598992e-08
FAM162A,1.41819204167049,1.45136499598992e-08,1.45136499598992e-08,1
ZYX,-2.10332591277294,1.45592751250593e-08,1,1.45592751250593e-08
GAS1,-2.33211150636569,1.4664151546096e-08,1,1.4664151546096e-08
PRSS23,-1.85685683114248,1.47746270544923e-08,1,1.47746270544923e-08
CCND2,1.58813685738759,1.48689067429449e-08,1.48689067429449e-08,1
EPDR1,-1.44070396722277,1.49060838935443e-08,1,1.49060838935443e-08
LTBP2,-2.1396918493421,1.49347678023655e-08,1,1.49347678023655e-08
GLDC,2.29334272173601,1.49845456605522e-08,1.49845456605522e-08,1
PTRH2,1.59007925095659,1.504984575973e-08,1.504984575973e-08,1
CTSZ,2.99492556178451,1.504984575973e-08,1.504984575973e-08,1
LOX,-1.95444138679646,1.504984575973e-08,1,1.504984575973e-08
GLIS3,-1.71236388495417,1.504984575973e-08,1,1.504984575973e-08
ST6GAL2,2.54203016340353,1.504984575973e-08,1.504984575973e-08,1
GPD1L,2.19462283948658,1.504984575973e-08,1.504984575973e-08,1
PPP1CC,1.37298561570545,1.504984575973e-08,1.504984575973e-08,1
USP51,-2.33566361840181,1.504984575973e-08,1,1.504984575973e-08
LOX,-3.37048626477069,1.504984575973e-08,1,1.504984575973e-08
S100A10,-2.25269701575423,1.504984575973e-08,1,1.504984575973e-08
PTGS2,-2.63220005091276,1.52854176621252e-08,1,1.52854176621252e-08
COL4A1,-1.58370740468309,1.52885321668323e-08,1,1.52885321668323e-08
UQCC3,2.15503480029538,1.53361052387882e-08,1.53361052387882e-08,1
PDLIM7,-1.95890089227551,1.5397087651088e-08,1,1.5397087651088e-08
CCNL2,-1.54296878564481,1.54672782657299e-08,1,1.54672782657299e-08
ASUN,1.25226851326936,1.57069856134693e-08,1.57069856134693e-08,1
DDX17,-2.37884587301518,1.59841709456415e-08,1,1.59841709456415e-08
LAMP2,-1.56795830220993,1.61299988421882e-08,1,1.61299988421882e-08
HSPA4L,2.10394334775477,1.66788314164073e-08,1.66788314164073e-08,1
SOX4,-1.35042814724522,1.66788314164073e-08,1,1.66788314164073e-08
MMP10,-2.74421815183977,1.68859418455693e-08,1,1.68859418455693e-08
BZW2,1.17427867548021,1.69366269229458e-08,1.69366269229458e-08,1
WDR12,1.35461370334919,1.69366269229458e-08,1.69366269229458e-08,1
MZT1,1.78661160655546,1.70361687592956e-08,1.70361687592956e-08,1
VEGFC,-2.00527553351389,1.71735818800315e-08,1,1.71735818800315e-08
S100A11,-1.04666729020766,1.72023701330014e-08,1,1.72023701330014e-08
FUS,-2.70471071439285,1.72023701330014e-08,1,1.72023701330014e-08
EXOSC7,1.74113888688928,1.72023701330014e-08,1.72023701330014e-08,1
ZNF608,-2.01912101844229,1.72023701330014e-08,1,1.72023701330014e-08
PDLIM4,-2.43315151849905,1.72023701330014e-08,1,1.72023701330014e-08
DIMT1,1.36942357751538,1.72023701330014e-08,1.72023701330014e-08,1
IL6ST,-1.63462518031701,1.72023701330014e-08,1,1.72023701330014e-08
PDLIM7,-1.84907696033859,1.72023701330014e-08,1,1.72023701330014e-08
WSB1,-3.03466526560372,1.72023701330014e-08,1,1.72023701330014e-08
COL6A1,-1.90085584530305,1.74164603268956e-08,1,1.74164603268956e-08
DCUN1D5,1.36107756260402,1.74164603268956e-08,1.74164603268956e-08,1
IL6ST,-2.18747939137597,1.75308809175871e-08,1,1.75308809175871e-08
LOXL1,-1.89732175386154,1.76332827825252e-08,1,1.76332827825252e-08
ENO1,2.1405282260212,1.76332827825252e-08,1.76332827825252e-08,1
PPEF1,-2.83864870508193,1.76332827825252e-08,1,1.76332827825252e-08
ITGAV,-1.4469947589626,1.76332827825252e-08,1,1.76332827825252e-08
C10orf2,1.8067802142195,1.77100959084483e-08,1.77100959084483e-08,1
SAMD9L,-2.83084361046496,1.77263964513077e-08,1,1.77263964513077e-08
FABP6,2.97576714792704,1.77829051561876e-08,1.77829051561876e-08,1
CAPN2,-1.15406321501174,1.77829051561876e-08,1,1.77829051561876e-08
POLR1E,1.59979133725963,1.77829051561876e-08,1.77829051561876e-08,1
PDIA3,-1.14140446561258,1.77829051561876e-08,1,1.77829051561876e-08
IFIT3,-3.09448775016032,1.77829051561876e-08,1,1.77829051561876e-08
RPL29,1.0977404716054,1.78513511619848e-08,1.78513511619848e-08,1
FAM35A,1.41216066349015,1.79330020977259e-08,1.79330020977259e-08,1
MN1,-2.22405819682431,1.79330020977259e-08,1,1.79330020977259e-08
COQ3,1.61153331466845,1.79776919110891e-08,1.79776919110891e-08,1
S100A3,-2.27095515128436,1.80768423077631e-08,1,1.80768423077631e-08
PRR16,-2.79127051949819,1.80768423077631e-08,1,1.80768423077631e-08
SORBS2,-2.43527067792239,1.80768423077631e-08,1,1.80768423077631e-08
PACRGL,2.34831608680459,1.8170563215808e-08,1.8170563215808e-08,1
EIF4B,2.22642210693735,1.84250133375597e-08,1.84250133375597e-08,1
HLA-B,-1.27367678456335,1.85362606722851e-08,1,1.85362606722851e-08
MEX3D,-1.97090231518239,1.86833539354237e-08,1,1.86833539354237e-08
PMCH,2.31245187360246,1.86833539354237e-08,1.86833539354237e-08,1
PRPS2,1.59736140519125,1.86833539354237e-08,1.86833539354237e-08,1
NUDCD2,2.93284291433499,1.86833539354237e-08,1.86833539354237e-08,1
ECSIT,1.78868131584639,1.89803096222254e-08,1.89803096222254e-08,1
AIM2,3.12063836844933,1.9057142233747e-08,1.9057142233747e-08,1
CCT5,1.00501163731157,1.91777484407818e-08,1.91777484407818e-08,1
DHCR7,1.63419502590365,1.97629292361051e-08,1.97629292361051e-08,1
CKB,1.57826922079536,1.98132635616412e-08,1.98132635616412e-08,1
NRAS,-1.33245197404008,1.99498616011217e-08,1,1.99498616011217e-08
MZT1,2.86253360371516,1.99862850440821e-08,1.99862850440821e-08,1
FBL,0.998326409188595,2.00911464280807e-08,2.00911464280807e-08,1
C8orf33,1.73006225855584,2.00911464280807e-08,2.00911464280807e-08,1
EED,-2.69288694068922,2.01103113307366e-08,1,2.01103113307366e-08
PPP1R18,-1.68189201428338,2.01181714549925e-08,1,2.01181714549925e-08
MT1E,2.33474049284733,2.01345920176168e-08,2.01345920176168e-08,1
NOLC1,1.65678567269817,2.01818592038222e-08,2.01818592038222e-08,1
HIST1H2BK,-1.16535956226446,2.03735824333376e-08,1,2.03735824333376e-08
OGFRL1,-1.77032813368276,2.04506994841158e-08,1,2.04506994841158e-08
FAM107B,1.90349025221378,2.13681076030237e-08,2.13681076030237e-08,1
AURKA,1.50606072653226,2.15241423410725e-08,2.15241423410725e-08,1
MTFR1,1.46127700060311,2.15241423410725e-08,2.15241423410725e-08,1
GNG5,-1.00038865142557,2.15241423410725e-08,1,2.15241423410725e-08
PAPLN,-2.67381603155367,2.16407663374111e-08,1,2.16407663374111e-08
NOLC1,1.47129665466382,2.16407663374111e-08,2.16407663374111e-08,1
FAM63B,-1.92511421497975,2.18323099361682e-08,1,2.18323099361682e-08
CA12,2.24672831826928,2.18323099361682e-08,2.18323099361682e-08,1
HMGA2,-2.03453236676813,2.20369381200368e-08,1,2.20369381200368e-08
ITGB3,-3.10981457757876,2.20369381200368e-08,1,2.20369381200368e-08
SFRP1,1.55898020713669,2.20369381200368e-08,2.20369381200368e-08,1
TGFBR2,-2.1939817818776,2.21658887236784e-08,1,2.21658887236784e-08
SLC7A5,1.9724841191632,2.23272445067741e-08,2.23272445067741e-08,1
C8orf48,-2.47351329363673,2.23865815477492e-08,1,2.23865815477492e-08
PDLIM7,-2.27572017123165,2.23865815477492e-08,1,2.23865815477492e-08
CNIH1,1.56131259867782,2.23865815477492e-08,2.23865815477492e-08,1
PROK2,3.43970647498555,2.24808185710465e-08,2.24808185710465e-08,1
LOX,-2.86941283652732,2.26187362405888e-08,1,2.26187362405888e-08
MAVS,-2.0236755394483,2.28327324971542e-08,1,2.28327324971542e-08
NEDD9,-1.34695618624417,2.31580990960674e-08,1,2.31580990960674e-08
CAPZB,-1.5229933406831,2.33531853539363e-08,1,2.33531853539363e-08
CXXC5,-1.16518798356586,2.33531853539363e-08,1,2.33531853539363e-08
GPAT3,2.07613299560753,2.34192430496613e-08,2.34192430496613e-08,1
EBF1,-2.45735386552392,2.3650959912392e-08,1,2.3650959912392e-08
LINC01000,-2.38628497174693,2.3650959912392e-08,1,2.3650959912392e-08
TIMM50,1.33505356130776,2.4134504181263e-08,2.4134504181263e-08,1
ME2,1.78237152870238,2.43609748944941e-08,2.43609748944941e-08,1
SCG3,-2.82504350470031,2.43972344906355e-08,1,2.43972344906355e-08
FBN1,-1.53122952129,2.44415331511294e-08,1,2.44415331511294e-08
GNAS,-0.913616052722015,2.46253457178087e-08,1,2.46253457178087e-08
HLA-C,-1.28009671798037,2.46999877330182e-08,1,2.46999877330182e-08
SOD2,2.10270105010888,2.48777012079331e-08,2.48777012079331e-08,1
SNAI2,-1.63009727286628,2.48777012079331e-08,1,2.48777012079331e-08
MICAL1,-1.96674206819524,2.49763651970857e-08,1,2.49763651970857e-08
BTBD19,-2.61001318775648,2.5395734509047e-08,1,2.5395734509047e-08
POLR2H,1.44020924760981,2.5395734509047e-08,2.5395734509047e-08,1
MTFR1,1.51989877582299,2.5395734509047e-08,2.5395734509047e-08,1
ATP5G2,1.08502712143078,2.55318180834466e-08,2.55318180834466e-08,1
STXBP6,2.43991628916301,2.55318180834466e-08,2.55318180834466e-08,1
TGFBI,-0.75619265737169,2.6025075728252e-08,1,2.6025075728252e-08
TPD52,1.5927205242309,2.6025075728252e-08,2.6025075728252e-08,1
FUS,-1.74703581829471,2.61625529057363e-08,1,2.61625529057363e-08
ACTR3,-0.860911002285862,2.61665664315722e-08,1,2.61665664315722e-08
COL8A1,-3.11666977837581,2.6257399039636e-08,1,2.6257399039636e-08
SH3BGRL3,-1.55437485650158,2.6257399039636e-08,1,2.6257399039636e-08
BMP1,-2.21046790598328,2.63335017269377e-08,1,2.63335017269377e-08
CSRNP3,-3.31826689755876,2.6369760265885e-08,1,2.6369760265885e-08
NAV3,-2.3682058252353,2.6369760265885e-08,1,2.6369760265885e-08
NTMT1,1.50234241173129,2.64215656837635e-08,2.64215656837635e-08,1
LRRC34,2.55858673275227,2.64215656837635e-08,2.64215656837635e-08,1
SEH1L,1.26108367622309,2.64215656837635e-08,2.64215656837635e-08,1
ZNF512B,-2.9233683989233,2.64215656837635e-08,1,2.64215656837635e-08
SNX21,-2.12469347346829,2.67934523145603e-08,1,2.67934523145603e-08
